x,y,size
92.70015717,148.4152679,30.59856987
92.58410645,149.1107483,31.35003281
91.91065216,149.4328308,31.13486099
92.20493317,149.4577942,31.73778725
92.65331268,147.7675781,33.61501694
94.18237305,143.9794159,34.42427063
94.38419342,137.6987457,34.66127014
90.76988983,132.5338745,34.11606979
81.52585602,136.7470093,22.79837036
83.00648499,134.7274475,27.83592796
82.36612701,135.9075012,28.67858505
83.17391205,137.1552734,30.39849281
84.61373901,138.1476593,30.97298431
206.8202209,128.8913879,7.630786419
206.6703339,128.8717957,7.771609306
206.6559143,128.9498138,7.845035553
206.6559143,128.9498138,7.845035553
206.8202209,128.8913879,7.630786419
90.69020844,131.9768982,31.05052567
206.8202209,128.9588013,7.557106018
206.8014221,128.5319214,7.746485233
206.7536163,128.789856,7.782124519
206.7703705,128.7074127,7.622759342
206.8620758,128.6283569,7.434016705
71.45333099,122.7462006,29.92897606
206.6099243,128.3333282,7.625906467
206.765152,128.4469757,7.453886509
62.43683243,122.0289078,29.52441978
60.10681534,122.3534088,29.42230988
57.79504776,122.2292023,28.99259377
56.18510056,122.367363,28.75648117
55.02704239,122.2280273,28.65678406
206.6258545,128.336731,7.853548527
54.88063049,119.4343185,28.21963692
55.66370392,117.3619003,28.23960495
206.7473755,128.3087769,7.691746712
54.57324982,116.5206985,28.52723503
206.7753601,128.2753601,7.733529091
206.7753601,128.2753601,7.733529091
52.60033035,113.5273666,27.6755085
206.9195404,128.1340942,7.523534775
206.8148193,128.2037048,7.751187801
50.00892639,112.3188248,27.6557579
48.69023132,111.8525848,27.38546753
47.85906219,111.6998291,27.45541573
46.61468124,111.897171,27.3185482
45.25247192,112.2594528,27.29995346
44.95540237,112.3414459,27.32972527
45.11420441,112.1646347,27.37464333
206.8210602,128.0701752,7.93617487
206.7584991,127.9693909,8.07904911
206.8210602,128.0701752,7.93617487
206.8210602,128.0701752,7.93617487
51.65276718,109.1629868,28.10279465
53.20238113,108.0874863,28.13298035
54.47512817,106.57164,26.87589455
63.3271637,109.3967438,29.3268795
206.8643341,128.4573669,7.494215488
65.5008316,127.7342377,30.13466644
65.43354797,131.1866913,30.05239868
65.6837616,136.4560852,30.04465485
65.69776154,142.3962402,29.9449234
65.02050018,146.688858,30.12667084
64.72946167,149.0988464,30.08936501
62.52804565,158.8677673,30.79977226
62.15291214,166.7878723,30.54154587
62.17232132,171.2014923,31.06694221
61.75841904,181.1907349,31.26331711
60.97175598,190.6254272,31.19821167
61.11368561,196.7355347,31.14692497
61.78802109,198.6949463,31.20726395
62.4928627,197.8443298,30.79207993
62.73962402,196.7657318,31.09196281
63.43156052,195.2304993,30.62209892
64.58236694,193.6316681,30.75871086
66.21556854,191.922821,31.08654594
68.90846252,191.2297363,30.9575386
72.89938354,190.1528015,31.26317596
77.79064941,189.2876892,31.23139954
84.03701019,188.8464203,31.61287689
91.81785583,189.3034363,31.71898651
100.5764847,189.7235565,31.60808754
110.2871857,189.9108734,31.64770126
120.1894531,189.678009,31.72330284
130.1046906,189.3958435,31.68505096
140.4351959,188.5238037,31.64357948
150.6013184,188.4333801,31.65379906
160.5569916,189.278595,31.49739456
168.8264313,190.619812,31.82056427
175.7438049,191.6812286,31.37735748
181.3000641,191.7101288,31.40521812
186.5007629,190.3001556,31.38961792
191.4316406,188.4940033,31.28089905
195.7011871,187.2661285,30.9102993
199.3668671,186.676712,31.10627365
202.9588623,186.0665283,31.16230774
206.9217834,185.6691437,31.13315392
211.2667084,184.8341217,31.36937714
216.7345886,183.949234,30.7737484
222.5557098,183.1673584,30.76563454
228.0310669,182.1700592,30.70372772
233.4185638,181.1309204,30.54814339
238.3682709,179.8856201,30.39290428
242.2449493,179.6235809,29.93049049
245.2405701,181.1413727,30.06743813
247.2025146,183.4055176,29.98347092
248.1997986,185.7436523,29.8200016
247.7794495,188.1288147,29.89407539
245.6425629,189.7104187,29.87839127
242.9215546,189.7941132,30.12587929
239.3343201,188.7077484,29.82844734
229.3772278,185.1251831,30.11603355
226.7547913,184.2793274,29.68370628
224.9423523,183.600647,29.78973389
224.0766296,183.4516296,29.57984734
223.2569275,183.743576,29.55833244
221.9061737,185.4370422,29.54058266
220.4425354,186.3587646,29.44768333
218.466507,186.9730072,29.07192802
215.4675293,188.0134888,29.12210274
211.4378357,189.9763184,28.9380455
207.5107574,191.1755981,28.76522827
206.2219543,190.37117,28.53211975
206.8532562,189.0068665,28.57291412
209.6460876,187.8028717,28.86387062
214.0486908,186.1063843,28.88573265
220.1281891,184.3673096,29.46047974
227.158432,183.562851,29.69602203
234.5226288,182.789917,29.41889763
240.7740326,182.5073242,29.70909691
245.7695465,182.8805847,29.47912025
249.8169403,184.2629852,29.30514336
248.166275,187.6142426,29.00432205
245.4514313,191.70961,28.74810028
243.1619873,194.3314667,28.35550499
241.577652,195.3744659,28.1021347
239.9723206,195.9010468,28.10474396
238.4145966,196.4602051,27.69454765
237.7104034,196.4150238,27.93357658
237.4217224,196.4350281,27.61565399
237.3572235,196.5891724,27.66687965
237.3316498,197.0648193,27.851511
238.3671265,197.9116974,27.3101635
241.7059021,197.7799683,27.7998867
248.7028351,196.7281189,28.11950684
254.8753204,186.2923431,27.74268341
252.8609619,184.6971436,27.75616264
251.5530243,183.2775269,27.27697372
250.662323,182.7299805,27.58997726
250.1776733,183.0402374,27.22579765
249.7875671,183.831604,27.62185097
249.6239319,184.6437225,27.51556969
249.4519653,185.3113708,27.31864548
249.231781,184.3631897,27.29378891
248.3796234,180.2277222,27.5099926
247.3052673,173.9381409,27.62640762
246.3804169,166.5593567,27.64661789
246.5845947,158.7243652,27.87224197
247.7672119,150.4966888,28.23321533
248.3456116,143.2396088,27.71897316
248.1730347,137.5451202,27.96896362
243.9208374,129.8292389,28.08101082
239.9712524,131.1369171,27.99576569
233.7455902,132.4246826,27.32494354
217.1757507,134.6124725,27.29941177
207.0045013,135.5134888,27.30260658
196.5373077,135.9857025,26.5194416
185.9696045,135.5844574,26.09325981
174.3710632,134.6920319,25.66361618
161.7429352,133.1801147,25.15451431
148.8508453,131.8476868,24.80071068
137.0289001,130.9491425,24.3716011
128.0794678,130.3907318,24.18061447
122.5902939,130.135437,23.91868019
120.3732986,130.0422974,23.59635735
119.9133072,130.4438019,23.56673431
120.9635162,131.1417084,23.75572586
123.0448227,131.9280548,24.14404678
206.8453674,127.9793777,7.96476984
206.7835083,128.1408997,7.90355587
206.8210602,128.0701752,7.93617487
133.7169342,149.3820801,23.71250916
137.5746002,157.0537415,23.90766525
141.2291412,164.7990417,23.97846985
144.448288,172.1443481,24.1477375
148.0808105,177.8048401,24.35801888
151.5010986,181.2201385,23.97138786
154.8123932,181.8735809,24.0953331
157.9011993,180.9826202,24.13500404
160.7312317,178.2673645,24.8767643
163.5362091,172.9089355,24.57854271
166.9624634,164.4024963,24.87958145
170.797821,153.3046417,25.06225204
174.4747314,141.3999329,25.1299572
177.8904877,130.7101288,24.93332672
181.1965332,121.9826889,25.03260422
184.1226654,117.1250458,25.10553551
185.3470612,116.5230942,25.26045036
185.8862915,120.3900223,25.80145264
184.6853485,128.6955109,25.52679253
183.3692474,138.0189362,25.65546227
182.9309387,147.6701355,25.96788979
182.9121399,157.3683624,26.04120636
183.9751129,165.6178131,26.34886932
185.2617645,172.2475281,26.29513168
185.0313416,178.1818695,26.25601387
182.6500854,182.0406952,26.11376381
179.7604218,179.9968414,26.02443314
177.6973724,171.3806763,25.65164185
177.0353394,159.6530457,25.56280708
178.2844238,147.420105,25.28360558
180.9320221,137.5316925,25.61682701
184.3136597,130.4786682,25.2001152
188.1742249,126.4521637,25.33650017
192.4525757,125.2601852,25.50198555
194.4932404,126.0257187,25.58861732
199.8006287,133.8771362,26.1836071
201.5856476,140.5671539,26.41986656
202.6205139,143.0861206,26.28989983
208.6639252,144.3946838,26.54670334
214.1011047,142.9739532,26.54297066
216.8481293,142.2980042,26.69892693
224.1420593,142.0610962,26.60995483
227.6453552,142.1135406,27.08578491
229.1909027,142.290451,27.16416359
231.4524078,141.8013611,27.00932121
234.8822937,139.1147461,26.93660355
236.111908,137.8554535,26.97482109
238.4916534,135.8659363,26.57729721
242.6696777,131.9693146,26.61843491
244.2978973,129.9675751,26.65986443
246.9637299,126.4050064,27.57676697
249.068222,123.8503189,27.40805435
251.0946198,121.5602493,27.57945633
254.5282745,118.7841568,27.14181519
256.8058472,118.0531921,27.11504745
257.4783325,117.8265991,27.17253876
258.466095,117.3254395,27.39877701
259.4967651,117.537262,27.31899452
263.1545715,124.0940323,28.03642273
264.8973694,129.8287659,28.18412209
266.0899658,135.8488464,27.87181282
266.0669556,141.5963745,27.89162445
266.1990051,146.1900787,27.94475555
266.6086731,150.4001617,28.25631905
268.238739,159.2631989,28.36290359
268.4585876,163.8802338,28.30849838
254.5042419,172.0451965,27.71173668
253.7836456,172.0195923,28.04075813
255.0082092,171.1802521,28.08583069
253.658905,173.7037659,27.53846741
249.234024,171.91185,28.08165359
246.8982697,171.6605377,28.02567863
245.1564026,172.0180054,27.77976608
243.3556061,172.7695923,27.55028725
241.8413391,173.4559784,27.33657646
240.5036926,173.6263428,27.36747932
239.4425659,173.4510345,27.44898987
238.7651062,173.1509857,27.21829605
237.9742737,172.5946808,27.12076187
237.2120667,172.6994324,27.24218559
236.7296448,172.9111328,27.36152267
236.725235,173.2051239,27.17250443
236.7738037,173.2457123,27.2597332
236.9608765,173.2292786,27.42280006
237.0357208,173.2825165,27.29347992
237.3211975,173.7441406,27.074646
237.2725525,176.6759949,27.54439735
227.0743866,192.3131104,26.07045364
206.9074097,127.7438278,8.458899498
206.9595947,126.515152,6.549899578
196.1916656,100.2583313,5.080669403
195.773056,99.97163391,5.876689911
207.0384674,125.8076935,5.961358547
207.1520538,126.2046814,6.161789417
207.1520538,126.2046814,6.161789417
207.1520538,126.2046814,6.161789417
207.0333405,126.3055573,6.185900688
207.030304,126.4090881,6.578687668
73.81293488,162.2272491,18.80731392
73.62901306,162.9506226,18.97493935
74.48953247,163.4708557,19.28120804
74.81186676,163.1406708,19.44579697
75.00737,162.4915009,19.39985085
75.18432617,162.1335602,19.83737755
75.53788757,162.0906372,20.64246559
75.44412231,162.5329437,21.12168694
75.39905548,162.6732788,21.24460983
75.51274872,162.5354156,21.14230728
75.53651428,161.9274292,21.16786766
75.58065796,161.423996,21.34165382
75.32074738,160.6610718,21.36821556
75.21759033,159.4291687,21.36149979
75.33191681,158.4022675,21.2104454
75.35158539,156.6599426,20.96711349
75.02320099,153.3863678,21.15439224
74.86940002,149.2753448,21.2938385
75.13247681,145.464386,21.025774
75.79217529,142.333786,21.47685051
76.02345276,139.9318848,21.67028618
75.61195374,138.2891998,21.37995338
75.06477356,136.2748566,21.72225952
206.8403778,126.3145523,6.838859558
207.030304,126.4090881,6.578687668
207.030304,126.4090881,6.578687668
207.030304,126.4090881,6.578687668
207.2129669,126.4166641,6.929440022
207.030304,126.4090881,6.578687668
75.03723145,129.1462708,22.06266785
207.2159576,126.5727692,6.868055344
75.55929565,129.3803406,22.17433929
207.2159576,126.5727692,6.868055344
207.1642456,126.4879227,6.631595612
207.030304,126.4090881,6.578687668
207.030304,126.4090881,6.578687668
206.931366,126.4264679,6.628860474
207.0281677,126.5446014,6.719521999
207.0281677,126.5446014,6.719521999
207.0281677,126.5446014,6.719521999
207.1256104,126.5314026,6.610955238
207.1256104,126.5314026,6.610955238
207.1256104,126.5314026,6.610955238
207.1097107,126.3713074,7.098496437
207,126.6255722,6.824215889
207.0888824,126.6622238,6.919793129
207,126.6255722,6.824215889
207,126.6255722,6.824215889
207,126.6255722,6.824215889
207,126.6255722,6.824215889
207,126.6255722,6.824215889
206.7119293,126.5637894,7.281978607
206.9135742,126.3991776,7.203720093
206.80159,126.4642868,7.396880627
206.8765411,126.5637894,7.230413914
206.8765411,126.5637894,7.230413914
206.9137268,126.6666641,7.557602406
206.8292694,126.7723541,7.342436314
207.0191498,126.8544083,7.475762367
206.9400787,126.8352051,7.671348095
206.9404755,126.9642868,7.304214001
206.9404755,126.9642868,7.304214001
206.8577271,126.9390259,7.32930994
206.9404755,126.9642868,7.304214001
206.9404755,126.9642868,7.304214001
207.0183105,126.838829,7.924722195
207.0183105,126.838829,7.924722195
206.9431763,126.9431839,7.627968788
206.9964142,126.9175644,8.008865356
207.0732574,126.9377289,7.876820564
206.9964142,126.9175644,8.008865356
206.8409119,127.022728,7.592146873
206.9194183,127.1282043,7.843020439
206.8409119,127.022728,7.592146873
207.1418457,127.0425568,8.020222664
207.1418457,127.0425568,8.020222664
207.0732574,127.1501846,7.859221935
206.9111176,127.3037033,7.706694603
207.037796,127.1099625,8.078595161
207.0732574,127.1501846,7.859221935
207.0732574,127.1501846,7.859221935
207.2118073,127.0833359,8.030157089
206.9962616,126.9363327,7.872662544
206.8577271,127.1097565,7.289396286
206.8541718,127.1999969,7.228045464
122.502533,137.3258972,25.24009132
126.6864014,138.8611755,24.30333519
135.2812042,136.7793427,24.91138268
206.7925873,127.3592606,7.645300388
160.5840454,127.2043533,26.0203228
172.6669617,123.0218658,26.79859352
183.0466766,120.5137482,27.61126137
191.1157227,119.0822525,27.50208473
196.049408,118.5591431,27.32565308
196.9450073,119.2227859,27.73103714
197.2199402,121.2051315,27.67422295
197.1487885,123.0968857,27.53972816
197.5324097,124.5477448,27.21775436
197.9956665,125.4140625,27.46471977
198.8829956,125.9157257,27.37799072
200.0909882,125.8633728,27.36520195
201.3585052,125.8180237,27.38519669
203.4979095,125.389389,27.02760506
205.4742279,124.7883682,26.73250389
207.2568665,124.4943237,26.78686523
207.8196716,124.584671,26.81573486
207.5874023,124.9047623,26.87674332
207.4169617,125.4271927,27.17508125
208.0760803,125.9825821,27.03941727
209.3734436,126.4992752,27.1967144
210.2175903,126.7177277,27.61803818
211.088623,126.6581955,27.75199127
211.8388214,126.4494247,27.68457413
212.3507233,126.0265198,27.37895012
212.3319092,125.4445419,27.35063934
212.3353577,125.0555573,27.27609444
212.5362701,124.8640213,26.98285103
213.0014496,124.5908203,27.21121216
213.6721649,124.2591934,27.34925079
214.4721222,123.9073715,27.13152695
215.667511,123.2531204,27.61787796
216.9857025,122.6181641,27.6362648
218.8164673,123.0562439,28.10664177
220.7678375,123.7627792,28.47325134
222.1251984,124.87043,28.86011505
223.3191986,126.0916672,29.2091465
223.9219055,127.218811,29.85006523
228.2527466,134.5101471,31.73328209
228.6070404,138.3733521,32.88287735
228.8933563,142.7834625,33.09009171
229.0946808,146.4625854,33.9369278
228.8757477,149.6769562,34.85839844
228.8996277,153.7585602,35.4479866
229.3391113,156.6983643,35.73167419
229.6221619,157.967514,36.24703598
229.904129,159.0241241,36.57402802
230.3317566,159.8283386,36.81918335
230.7323914,160.6555786,36.96807861
230.9453583,160.8855591,36.95814896
230.9678192,161.0673218,36.82889938
230.9910431,161.1812744,37.25657654
231.2884674,161.0967712,37.33879471
231.6568451,161.3504181,37.91049194
231.9134827,161.9050751,37.13312149
231.784256,161.9942322,37.36454391
231.6138916,161.8679047,37.41601563
231.5854645,161.807373,37.65620804
231.7087555,161.5992737,37.6628952
232.0632324,161.4095154,37.78202438
233.0987091,161.7012329,38.41483688
236.5604553,162.81604,40.03953552
242.4286957,166.6166382,42.52807617
249.4864502,170.4542236,45.22883987
256.6076965,173.3065643,47.10637283
262.3618469,174.4238434,50.01013184
264.0221252,174.3617096,51.48124313
263.3644714,173.3908844,53.1237793
260.2784729,171.3677826,54.68317032
254.3420715,169.2344818,54.71327209
247.9482422,167.8148956,53.83418274
242.5686493,167.5295258,53.28139877
237.2299957,167.4930725,53.36841965
231.7415771,167.0085602,52.85655212
226.9009399,165.4822998,53.27587891
222.9012909,162.7940063,52.91517639
220.0604095,160.1293793,52.59566879
218.2642365,158.4439697,53.483078
218.4447327,156.9012146,53.61573792
219.5358124,156.2670593,54.7694397
219.7504578,156.0043182,55.63682938
219.8938293,156.3201141,56.46691132
219.4911652,157.6625366,57.74232864
219.5065613,159.8009186,59.49156189
219.5036469,162.2311096,61.2650528
219.4540863,164.6673126,63.04647827
220.3509674,167.3806763,64.57350159
222.3218384,169.6827393,66.73159027
224.3641663,170.8675995,68.07234192
225.6740112,170.4897308,68.76660156
225.465271,168.5029755,68.63706207
223.2125854,166.6615295,67.84819031
219.3098145,165.569458,67.41553497
215.142334,165.1959686,67.09899139
212.3630981,164.9959869,67.20605469
210.2187195,164.9328918,67.66905975
208.8538818,164.8820038,68.3288269
208.6390991,164.7053223,69.06467438
210.1457977,164.8727264,71.73673248
210.0973663,165.2637939,73.51925659
207.1061401,167.1488342,75.68049622
203.0705719,169.2431488,76.49324799
198.5819397,169.8800049,76.89988708
191.8604126,169.7881317,76.47135925
182.9160767,169.2577667,75.58676147
173.4233246,167.5257721,75.10500336
162.937149,166.2294464,73.78842163
150.7107544,165.5585938,73.21940613
137.4682312,164.9367828,72.59966278
33.68333435,182.4333344,5.242200375
109.2166138,168.2022095,69.52226257
94.75543976,169.8893585,67.8496933
81.20849609,169.3800201,67.29718018
68.34898376,168.5763702,65.65220642
58.72964859,167.1615753,63.77075577
54.77577209,165.6408691,59.76325989
55.54471207,164.7021637,64.46224213
60.76844788,165.3540802,62.4764595
73.89621735,164.6391449,64.49094391
90.40153503,164.1971283,65.66011047
109.9833603,160.720047,70.11178589
126.505928,158.2161713,73.53282928
140.605957,157.0515442,75.90657043
154.009903,155.4256744,78.61064911
167.7330475,154.4384308,81.09403992
182.0429535,153.9037628,82.76152039
194.336853,153.8882141,82.91020203
203.9468536,153.5648499,82.73165131
210.0866699,153.4390564,83.54101563
210.128006,155.433609,84.75995636
204.5613098,157.4519806,84.81373596
194.8927307,156.5417786,83.9499588
185.1237793,154.8302612,82.88300323
174.3587036,155.7951355,82.38886261
161.1177063,159.6643219,80.9119873
143.4637909,164.2852173,79.28937531
123.918045,168.6318512,77.11545563
105.4855423,171.6515961,74.27910614
89.61250305,174.2826691,73.1373291
80.12431335,177.1354065,72.35218811
79.06946564,177.4766235,71.51129913
84.1505127,176.5922089,71.63024902
91.5777359,178.9307861,72.83573151
101.6778717,179.2795868,73.54979706
112.458252,176.5880432,73.98587036
122.8320847,173.0617828,74.51873779
133.8013763,170.2265167,73.80872345
147.1328583,165.1194,73.76520538
159.180191,160.175827,73.72853088
167.8774719,155.7656097,72.68795776
173.3311157,153.5093994,70.70748901
177.6993713,151.8440552,68.90115356
181.681427,151.2354584,68.17507172
184.942215,152.4871368,68.07120514
188.4420319,153.5749817,67.82855225
192.0706329,153.7009277,68.97898102
194.2350616,154.568161,69.12706757
194.6861877,155.4649353,68.83309174
195.4679718,156.1035919,68.25009918
195.6788177,156.0522308,67.6957016
196.5329285,155.5495453,69.23566437
199.5786896,155.9458923,70.53881836
203.3742371,155.772934,72.42675018
205.1807861,155.7172852,72.79707336
208.2841644,156.3203125,72.95896149
210.3422241,156.6656189,72.98974609
210.4149628,156.7130127,72.95214844
210.3876801,156.6968536,72.60092926
210.2372437,156.7404633,72.4369278
210.0267181,156.8484497,72.33389282
207.6973267,156.3434906,71.83035278
203.6210785,155.1106262,71.27378845
197.2057648,154.0908051,70.58060455
191.3572845,151.2643738,69.50928497
188.1458435,146.6031036,68.91625977
189.734726,143.1587372,68.64363861
197.0865784,143.2380219,69.17808533
208.1327972,145.3313904,70.28594208
219.3530884,148.0817871,70.98857117
228.051178,149.7569122,71.6871109
234.1553955,150.9774628,71.88371277
237.7861938,152.0707245,72.42842865
239.7511597,152.4230804,72.56699371
242.3415985,152.0511017,72.8835907
245.9408264,151.6521606,72.685112
250.4701691,151.2170868,72.74192047
253.969696,151.3797302,72.11412811
255.4827423,152.0112,71.24137115
255.2947235,152.641861,71.02851105
253.962616,151.6673431,70.46705627
252.1743164,150.5054626,69.29671478
249.8113098,149.6790161,66.76065826
247.0746613,149.5021057,62.96992493
244.4540405,148.7758484,58.28366089
240.3015289,146.9837952,53.26202011
233.5495453,143.7909698,47.07300568
226.0913544,139.7866211,42.07143402
219.704071,136.0909576,37.77199936
215.360199,133.5201569,33.85802841
213.1871948,131.5712433,31.45546532
212.0540009,130.1306763,29.59862328
211.408432,130.1917877,27.93686485
210.1182861,131.9919281,26.63779831
209.1742249,134.6159821,25.14686584
208.4250793,136.7700958,24.30597496
207.8192749,138.081192,23.69120789
206.8130341,139.6183014,22.30877113
205.222702,141.0699768,21.18116188
203.1613312,141.6479645,19.90687561
200.9462433,141.6191254,19.37182236
199.7135315,140.5383759,18.97699165
199.0773468,139.798645,18.58815384
198.8414459,139.3576813,18.42182159
198.6873932,139.4594727,18.94369698
198.8016357,140.1425018,18.47650146
199.1100616,140.9768677,18.53315163
198.9693604,142.4326019,18.64969254
198.1377869,144.4464569,18.93317223
198.3707733,145.4295959,18.95837402
199.5277252,145.5339508,18.51621056
200.3164215,145.4943542,18.58819199
201.1991272,145.0025024,18.45217705
201.8709717,144.6805878,18.3517971
202.1289368,144.3515778,18.4373703
202.1703491,144.3050385,18.56568146
200.7478333,145.1815338,18.58606529
197.9689636,147.0428314,18.43077278
194.5709076,149.2651978,18.79484367
190.326828,151.2523651,18.97668648
186.5771027,152.7239227,19.42491341
182.522995,153.029892,19.25756264
177.7375641,153.3956604,19.37392044
172.5234833,154.226944,19.53785324
166.611496,154.8151245,19.44816971
160.8286285,155.1774445,19.78430367
155.6525116,154.8453217,19.90521812
150.5442963,155.2689667,18.64678383
145.4384918,154.5529175,17.82775688
140.6393433,153.7322388,17.54639816
135.7564087,153.2770691,17.45030212
130.8999329,152.5896301,17.06598473
126.0190506,152.5582428,16.91537857
121.6289597,152.6282043,16.78996658
117.9541855,152.3167419,16.2149868
114.2451935,152.3509674,16.00715828
111.5379868,152.8139496,16.64484978
110.2947235,152.7052765,16.64930153
109.45327,152.5272522,16.95455551
109.2837753,152.4564362,16.2949791
108.9372101,152.7302399,16.59271049
108.9425812,152.9760742,16.22792625
109.6683502,152.8653259,16.26921654
111.2918777,152.949234,16.13789368
124.5236053,154.4597015,17.10716438
130.0119476,154.8306732,18.0398941
136.7720337,155.5613098,18.25433922
143.9141541,156.0822906,18.82082748
151.8052673,155.922226,18.97828484
158.5768127,155.7588348,19.31380844
165.067337,156.524765,19.61232567
171.5928955,157.3666687,19.53141403
178.1611328,157.8794098,20.32370567
184.4316559,158.0578003,20.02095413
190.4736023,157.7955475,20.452034
196.4654236,156.9329224,20.52772141
202.5043182,155.0971985,20.42910385
208.3406982,154.1971588,20.16356277
213.3586426,153.1692963,20.15672112
217.4472961,152.0684814,20.0668602
220.4330139,150.7102356,19.743536
222.3016205,150.6254883,19.5906086
222.8430023,150.7463379,19.00851822
222.1082001,150.7041931,18.48763657
220.7221069,150.8105621,17.99122429
219.5812683,150.5206604,17.35324478
219.0280151,149.4117584,17.53574181
